SYMBOL A253_SALIVARY_GLAND power
FOXD4L1 0.0822 1.05863114214144
PCDP1 0.0822 1.05863114214144
ELK3 -0.3863 0.765089272527023
VWA3B 0.1011 1.07259096058138
CREG2 0.1011 1.07259096058138
ALMS1P 0.0879 1.06282200259786
TET3 0.0879 1.06282200259786
ELK4 -0.2478 0.842179696412653
GKN2 0.0879 1.06282200259786
C2orf51 0.0875 1.06252736661515
ANKRD23 0.0602 1.04261028729929
APLF 0.0879 1.06282200259786
PIKFYVE 0.0894 1.06392761537435
ELN 0.0303 1.02122446128627
KRTCAP3 0.0753 1.05358009900014
LOC200726 0.0894 1.06392761537435
TMEM17 0.0879 1.06282200259786
SPRED2 0.0879 1.06282200259786
TIGD1 0.0849 1.06061422264447
LOC200772 0.0849 1.06061422264447
ALG1L -0.3965 0.759699090929046
C3orf67 -0.4077 0.753824191816309
KCTD6 -0.4077 0.753824191816309
LIPH 0.6673 1.58809806323889
ARL13B -0.3755 0.770838214237246
DHFRL1 -0.3755 0.770838214237246
EML1 8e-04 1.00055467151783
HTR3D 0.6673 1.58809806323889
RPL22L1 0.6673 1.58809806323889
SLC51A 0.6866 1.60948596910928
FBXO45 0.6866 1.60948596910928
KLHDC8B -0.4081 0.753615216342522
MUC20 0.6866 1.60948596910928
GABRR3 -0.3803 0.768277815151954
EMD 0.0555 1.03921920682447
MARK2 0.5219 1.43584498198398
CEP112 0.0803 1.05723786413849
DHRS7C 0.3252 1.25283810682638
FAM18B2 0.3252 1.25283810682638
CENPV 0.3252 1.25283810682638
FLCN 0.3673 1.28993645751448
PLD6 0.3673 1.28993645751448
ARHGAP27 0.0818 1.05833766795091
ZNF385C 0.0818 1.05833766795091
SAMD14 0.0818 1.05833766795091
EMP1 -0.3905 0.762865169739102
C17orf108 0.1526 1.11157092188835
SLC16A13 0.3252 1.25283810682638
C17orf74 0.3252 1.25283810682638
STRA13 0.1086 1.07818145487515
LRRC45 0.1086 1.07818145487515
SLC39A11 0.1086 1.07818145487515
AMZ2P1 0.0803 1.05723786413849
TRIM65 0.1086 1.07818145487515
UNC13D 0.1086 1.07818145487515
RDM1 0.1526 1.11157092188835
EMP2 0.3364 1.26260205120771
SPNS3 0.3247 1.25240398145819
EMP3 0.0658 1.04666517331387
FBXO15 -1.0198 0.493184717427133
RAB12 0.2739 1.20907186645325
DLGAP1-AS3 0.2739 1.20907186645325
EMR1 0.0441 1.03103978254985
ZBTB7C -1.0198 0.493184717427133
ZNF584 0.05 1.03526492384138
ZSCAN4 0.05 1.03526492384138
PTPLB -0.3965 0.759699090929046
STT3B -0.378 0.769503610080431
EMX1 0.0879 1.06282200259786
LOC201617 -0.3999 0.757910815809048
DNAH12 -0.4077 0.753824191816309
PDE12 -0.4077 0.753824191816309
FAM116A -0.4077 0.753824191816309
TIGIT -0.3803 0.768277815151954
LOC201651 0.6914 1.61484981838597
CTTN 1.7669 3.40321901668391
C4orf46 -0.3831 0.766788178288088
SLC10A4 -0.3885 0.7639234588028
TIGD4 -0.4121 0.751528645231213
TMEM154 -0.4121 0.751528645231213
EMX2 0.0934 1.06688154220183
C4orf34 -0.3885 0.7639234588028
EN1 0.0822 1.05863114214144
TMEM192 -0.3831 0.766788178288088
RWDD4 -0.3848 0.765885165416703
CCDC111 -0.3848 0.765885165416703
AIM1 0.1179 1.08515415212082
EN2 -0.4164 0.749292024213543
TAPT1 -0.3783 0.769343612938916
FLJ39653 -0.3783 0.769343612938916
SPATA24 0.1066 1.07668781355647
DNAJC18 0.1066 1.07668781355647
ENDOG 0.4607 1.37620939713541
FAM153B 0.3392 1.26505490404651
RANBP3L 1.0112 2.01558692113232
LOC202181 0.3392 1.26505490404651
ENG 0.4607 1.37620939713541
CCDC125 0.1163 1.0839513447565
C5orf27 0.103 1.07400447162012
ENO1 -0.4209 0.746958501979785
GAPT 0.121 1.08748839085488
CMYA5 0.103 1.07400447162012
STK32A 0.1066 1.07668781355647
OSTCP1 0.1179 1.08515415212082
TCTE1 -0.3909 0.762653687921441
KHDRBS2 0.6545 1.57407032738941
ENO2 -0.4107 0.752258287144593
TRIM39-RPP21 0.3791 1.30053028931466
ENO3 0.3247 1.25240398145819
LOC202781 -0.4164 0.749292024213543
ENPEP -0.3711 0.773192741960948
C7orf33 -0.4107 0.752258287144593
ENSA 0.0932 1.06673365126649
TMEM184A 0.6456 1.56438976239696
AK1 0.4607 1.37620939713541
SLC29A1 -0.3909 0.762653687921441
ADCK5 0.5355 1.44944440666812
TSNARE1 0.5355 1.44944440666812
TUBB 0.3791 1.30053028931466
R3HCC1 0.4381 1.35481888311971
PRSS55 0.4071 1.32601766965419
C8orf74 0.4071 1.32601766965419
HTRA4 -0.411 0.752101875694344
ADAM32 -0.411 0.752101875694344
C8orf47 -0.2702 0.829204585682062
LGI3 0.4381 1.35481888311971
C9orf91 0.4607 1.37620939713541
C9orf72 0.4294 1.34667339466716
CCDC171 -0.4157 0.749655671185514
NAIF1 0.4607 1.37620939713541
FAM219A 0.4294 1.34667339466716
CCDC107 0.4294 1.34667339466716
ANKS6 0.4347 1.35162974030025
EP300 0.1642 1.12054454388555
SUSD3 0.4347 1.35162974030025
EPAS1 0.085 1.06068774136822
CXorf61 0.0479 1.03375907904544
SLC25A43 0.0479 1.03375907904544
FAM226A 0.4588 1.37439815032417
ZCCHC5 0.4588 1.37439815032417
NRK 0.0416 1.02925467387955
EPB41 -0.4153 0.749863548688073
DDX26B 0.0271 1.01896182322045
ZNF449 0.0271 1.01896182322045
VMA21 0.0555 1.03921920682447
TMEM31 0.0416 1.02925467387955
PAGE2 -0.7532 0.593286146203179
EPB41L1 0.3842 1.30513586539748
EPB41L2 0.1179 1.08515415212082
EPB42 -0.2471 0.842588423699958
ANO5 -0.1712 0.888103669997188
EPB49 0.4381 1.35481888311971
AK2 -0.4153 0.749863548688073
STOM 0.4607 1.37620939713541
RPSAP52 0.1271 1.09209624146528
EPHA1 -0.3989 0.758436341666484
EPHA3 -0.3755 0.770838214237246
CERS3 -0.2423 0.845396473843762
EPHA4 0.1074 1.07728502162025
EPHA5 -0.3885 0.7639234588028
PDILT 0.3182 1.24677402187494
EPHA7 0.1179 1.08515415212082
EPHA8 -0.3993 0.758226087610488
EPHB1 -0.3965 0.759699090929046
EPHB2 -0.3993 0.758226087610488
NLRP11 0.05 1.03526492384138
HIPK1 0.1056 1.07594176902336
EPHB3 0.6673 1.58809806323889
SLC44A5 0.0967 1.06932470494313
AK4 0.112 1.08072540203935
EPHB4 0.5733 1.48792313518508
EPHB6 -0.3989 0.758436341666484
FAM123C 0.0822 1.05863114214144
EPHX1 -0.2478 0.842179696412653
LINC00116 0.0822 1.05863114214144
EPHX2 -0.386 0.765248384911334
C2orf69 0.0894 1.06392761537435
STX2 -0.2976 0.813604745997419
C3orf58 0.6914 1.61484981838597
CLN8 -5.3052 0.0252915628689682
SENP5 0.6866 1.60948596910928
EPO 0.5733 1.48792313518508
EPOR 0.0441 1.03103978254985
KIAA2018 -0.3803 0.768277815151954
EPRS -0.2478 0.842179696412653
TRIML2 -0.3848 0.765885165416703
EPS8 -0.3905 0.762865169739102
EPS15 0.112 1.08072540203935
NR2F6 0.0441 1.03103978254985
AQPEP 0.103 1.07400447162012
SLC36A1 0.2747 1.20974250418059
ERBB2 0.0926 1.0662901014528
C6orf163 0.1179 1.08515415212082
PIP5K1P1 -0.4 0.757858283255199
ERBB3 0.1271 1.09209624146528
ERBB4 0.0894 1.06392761537435
ERCC1 0.0658 1.04666517331387
ERCC2 0.0658 1.04666517331387
EREG -0.3711 0.773192741960948
AKT1 8e-04 1.00055467151783
EYA4 0.1179 1.08515415212082
DHRSX 0.0111 1.00772360806751
ERCC3 0.0822 1.05863114214144
SFTA1P -0.421 0.746906728556171
ERCC4 0.3433 1.26865518132757
ERCC5 0.0745 1.05299603209275
ERCC6 -0.446 0.734075318017052
ERF 0.0496 1.03497792724416
ERG -0.4108 0.752206146380596
ERH 0.803 1.74472541154152
AKT2 0.0496 1.03497792724416
ERN1 0.0803 1.05723786413849
ERV3-1 0.0632 1.04478059016941
FBL 0.0496 1.03497792724416
ESD 0.0909 1.06503437827721
ESR1 0.1179 1.08515415212082
ABCA3 0.3364 1.26260205120771
ALAD 0.4607 1.37620939713541
ESR2 0.803 1.74472541154152
ESRRA 0.5219 1.43584498198398
ESRRB 0.9372 1.91480834679332
ESRRG -0.2478 0.842179696412653
ETF1 0.1066 1.07668781355647
ETFA -0.2463 0.843055783499842
ETFB 0.0658 1.04666517331387
ALAS1 -0.4081 0.753615216342522
ETFDH -0.3831 0.766788178288088
ETS1 -0.4273 0.743652227004751
ETS2 -0.4108 0.752206146380596
ETV1 0.6456 1.56438976239696
ETV2 0.0496 1.03497792724416
ETV3 0.0848 1.06054070901648
ETV4 0.0818 1.05833766795091
ETV5 0.6673 1.58809806323889
ALAS2 -0.7532 0.593286146203179
ETV6 -0.3905 0.762865169739102
EVC -0.3871 0.764665134556204
MECOM 2.3948 5.25904193226594
EVI2A 0.1526 1.11157092188835
EVI2B 0.1526 1.11157092188835
EVPL 0.1086 1.07818145487515
EVX1 0.6456 1.56438976239696
ALB -0.3711 0.773192741960948
EWSR1 0.1658 1.12178795691875
EXT1 0.5355 1.44944440666812
EXT2 -0.0084 0.99419448121595
EXTL1 -0.4287 0.74293093241342
EXTL2 0.1248 1.09035656667147
EXTL3 -0.386 0.765248384911334
EYA1 -1.2481 0.421002294137506
EYA2 0.3842 1.30513586539748
ALCAM -0.3803 0.768277815151954
EYA3 -0.4153 0.749863548688073
EZH1 0.0818 1.05833766795091
EZH2 -0.4107 0.752258287144593
F2 -0.0084 0.99419448121595
F2R 0.103 1.07400447162012
ABCD1 0.0555 1.03921920682447
F2RL1 0.103 1.07400447162012
F2RL2 0.103 1.07400447162012
F3 0.1435 1.10458159964406
F5 -0.2546 0.838219506247897
F7 0.0745 1.05299603209275
F8 0.0555 1.03921920682447
F9 0.0271 1.01896182322045
F10 0.0745 1.05299603209275
ALDH1A1 0.4454 1.36169160524479
F11 -0.3848 0.765885165416703
F12 0.3392 1.26505490404651
F13A1 -0.4 0.757858283255199
F13B -0.2478 0.842179696412653
FAAH 0.112 1.08072540203935
FABP4 -0.2702 0.829204585682062
FABP1 0.0875 1.06252736661515
FABP2 -0.3832 0.766735030423688
ALDH2 -0.4067 0.754346884059904
FABP3 -0.4153 0.749863548688073
FABP5 -0.2702 0.829204585682062
FABP6 0.2747 1.20974250418059
FABP7 0.1179 1.08515415212082
FANCA -0.697 0.616853584904748
FANCC 0.4347 1.35162974030025
FANCD2 -0.1088 0.927359096793487
FANCE -0.3834 0.766628745746035
ALDH3A1 0.1526 1.11157092188835
ACSL1 -0.3848 0.765885165416703
ACSL3 0.1074 1.07728502162025
ACSL4 0.0886 1.0633378121761
FAH -0.2463 0.843055783499842
PTK2B -0.386 0.765248384911334
BPTF 0.0803 1.05723786413849
FANCB 0.0673 1.04775397876341
FANCF -0.1712 0.888103669997188
FANCG 0.4294 1.34667339466716
ALDH1B1 0.4051 1.32418069242579
FAP 0.178 1.1313144628459
FBLN1 0.1642 1.12054454388555
SAMD9L 0.5733 1.48792313518508
FAM123A 0.0909 1.06503437827721
ATAD3C -0.3401 0.789986552270438
FARSA 0.0441 1.03103978254985
USP12 0.0909 1.06503437827721
LOC219347 -0.402 0.75680839648479
PLAC9 -0.402 0.75680839648479
FASN 0.1086 1.07818145487515
MTIF3 0.0909 1.06503437827721
GSX1 0.0909 1.06503437827721
OR8U1 0.1203 1.08696086618511
OR4C16 0.0638 1.0452151925684
OR4C11 0.0638 1.0452151925684
OR4S2 0.472 1.38703096913139
OR4C6 0.472 1.38703096913139
OR5D14 0.1203 1.08696086618511
OR5L1 0.1203 1.08696086618511
OR5D18 0.1203 1.08696086618511
OR7E5P 0.1203 1.08696086618511
OR5AS1 0.1203 1.08696086618511
OR8K5 0.1203 1.08696086618511
OR5T2 0.1203 1.08696086618511
OR8H1 0.1203 1.08696086618511
OR8K3 0.1203 1.08696086618511
OR8J1 0.1203 1.08696086618511
OR5R1 0.1203 1.08696086618511
OR5M3 0.1203 1.08696086618511
OR5M8 0.1203 1.08696086618511
OR5M11 0.1203 1.08696086618511
OR5AR1 0.1203 1.08696086618511
FAT1 -0.3848 0.765885165416703
OR5AK4P 0.1203 1.08696086618511
LRRC55 0.1203 1.08696086618511
SMTNL1 0.0739 1.05255819440637
YPEL4 0.0739 1.05255819440637
MED19 0.0739 1.05255819440637
C7orf62 0.5733 1.48792313518508
ZNF804B 0.5733 1.48792313518508
FOLH1B -0.405 0.755236292781413
FAT2 0.2747 1.20974250418059
C10orf107 -0.402 0.75680839648479
TMEM26 -0.402 0.75680839648479
ZCCHC24 -0.402 0.75680839648479
ENKUR -0.4126 0.751268230379499
ARMC3 -0.4126 0.751268230379499
UNC5B -0.402 0.75680839648479
FAU 0.5219 1.43584498198398
LOC219731 -0.421 0.746906728556171
STOX1 -0.402 0.75680839648479
C10orf35 -0.402 0.75680839648479
TYSND1 -0.402 0.75680839648479
ZNF25 0.465 1.38031735339663
GJD4 0.465 1.38031735339663
CCNY 0.465 1.38031735339663
RTKN2 -0.402 0.75680839648479
TBATA -0.402 0.75680839648479
C11orf45 -0.4273 0.743652227004751
HYLS1 -0.4273 0.743652227004751
TMEM218 -0.4273 0.743652227004751
SLC37A2 -0.4273 0.743652227004751
OR8B12 -0.4273 0.743652227004751
OR8G5 -0.4273 0.743652227004751
OR10G8 -0.4273 0.743652227004751
OR10G9 -0.4273 0.743652227004751
OR10S1 -0.4273 0.743652227004751
OR6T1 -0.4273 0.743652227004751
OR4D5 -0.4273 0.743652227004751
TBCEL -0.4273 0.743652227004751
FBLN2 -0.1088 0.927359096793487
TMEM136 -0.4273 0.743652227004751
MRPL21 0.5219 1.43584498198398
TPCN2 2.573 5.95045504973802
SPATA19 -0.4273 0.743652227004751
OR6Q1 0.0739 1.05255819440637
OR9I1 0.0739 1.05255819440637
OR9Q1 0.0739 1.05255819440637
OR9Q2 0.0739 1.05255819440637
OR1S2 0.0739 1.05255819440637
OR1S1 0.0739 1.05255819440637
OR10Q1 0.0739 1.05255819440637
OR5B17 0.0739 1.05255819440637
OR5B21 0.0739 1.05255819440637
GLYATL2 0.0739 1.05255819440637
MPEG1 0.0739 1.05255819440637
OR5A2 0.0739 1.05255819440637
OR5A1 0.0739 1.05255819440637
OR4D6 0.0739 1.05255819440637
OR4D11 0.0739 1.05255819440637
PATL1 0.0739 1.05255819440637
PLAC1L 0.0739 1.05255819440637
MS4A15 0.0739 1.05255819440637
ABCB7 0.4588 1.37439815032417
ALDH1A3 -0.2423 0.845396473843762
FBN1 -0.2471 0.842588423699958
VWCE 0.0739 1.05255819440637
CYBASC3 0.0739 1.05255819440637
PPP1R32 0.0739 1.05255819440637
GDPD4 -0.405 0.755236292781413
C11orf82 -0.405 0.755236292781413
CCDC83 -0.405 0.755236292781413
ORAOV1 2.2253 4.6760812569151
LRTOMT -0.4318 0.741336268807116
FAM194B 0.0909 1.06503437827721
SPERT 0.0909 1.06503437827721
FBN2 0.1066 1.07668781355647
DLEU7 0.0909 1.06503437827721
FAM124A 0.0909 1.06503437827721
TPTE2P3 0.0909 1.06503437827721
SKA1 -1.0198 0.493184717427133
CCDC11 -1.0198 0.493184717427133
DOK6 -1.0198 0.493184717427133
EFEMP1 0.0879 1.06282200259786
ATOH7 -0.402 0.75680839648479
OTUD1 -0.4126 0.751268230379499
HEPACAM -0.4273 0.743652227004751
FBP1 0.4347 1.35162974030025
OAF -0.4273 0.743652227004751
TIGD3 0.5219 1.43584498198398
FAM181B -0.405 0.755236292781413
CCDC89 -0.405 0.755236292781413
FCAR -0.1689 0.889520648274023
CTAGE10P 0.0909 1.06503437827721
RNF152 -1.0198 0.493184717427133
FCER1A 0.0848 1.06054070901648
USP32P2 -2.1361 0.227493936795623
MS4A2 0.0739 1.05255819440637
FCER1G 0.0848 1.06054070901648
LOC220729 0.6866 1.60948596910928
FCER2 0.0441 1.03103978254985
FABP5P3 -0.4164 0.749292024213543
CBWD5 0.4454 1.36169160524479
FCGR1A 0.0932 1.06673365126649
LOC220906 -0.4126 0.751268230379499
ZNF438 -0.4126 0.751268230379499
ZEB1-AS1 -0.4126 0.751268230379499
SLC16A9 -0.402 0.75680839648479
FAM13C -0.3379 0.791192140544991
MARCH8 -0.3869 0.764771147000675
C10orf25 -0.4511 0.731484905924886
TMEM72-AS1 -0.4511 0.731484905924886
HNRNPA3 0.178 1.1313144628459
ZNF485 -0.4511 0.731484905924886
ALDH3B1 0.5219 1.43584498198398
FCGR1B 0.1056 1.07594176902336
RASGEF1A -0.4511 0.731484905924886
CCDC7 0.465 1.38031735339663
REEP3 -0.402 0.75680839648479
JMJD1C -0.402 0.75680839648479
UCMA -0.421 0.746906728556171
C10orf111 -0.421 0.746906728556171
FAM171A1 -0.421 0.746906728556171
SLC39A12 -0.421 0.746906728556171
NSUN6 -0.421 0.746906728556171
ARL5B -0.421 0.746906728556171
LRRN4CL 0.0739 1.05255819440637
HNRNPUL2 0.0739 1.05255819440637
ALKBH3 -0.0084 0.99419448121595
LOC221122 -0.0084 0.99419448121595
N6AMT2 0.1041 1.07482367137329
SKA3 0.1153 1.08320026727171
EFHA1 0.092 1.06584673606794
SPATA13 0.0909 1.06503437827721
CPNE2 -0.1008 0.932515751609458
GPR114 -0.1008 0.932515751609458
PRSS54 -0.1008 0.932515751609458
FCGR2A -0.2624 0.833699861094453
CES5A -0.1008 0.932515751609458
LINC00305 -1.0198 0.493184717427133
CCDC162P 0.1179 1.08515415212082
AKD1 0.1179 1.08515415212082
NT5DC1 0.1179 1.08515415212082
FCGR2B -0.2624 0.833699861094453
FAM26D 0.1179 1.08515415212082
ZUFSP 0.1179 1.08515415212082
FAM162B 0.1179 1.08515415212082
C6orf170 0.1179 1.08515415212082
BEND6 0.8535 1.80687912838784
GSTA5 -0.3909 0.762653687921441
OPN5 -0.3909 0.762653687921441
GPR115 -0.3909 0.762653687921441
GPR116 -0.3909 0.762653687921441
FCGR3A -0.2624 0.833699861094453
TDRD6 -0.3909 0.762653687921441
SPATS1 -0.3909 0.762653687921441
C6orf223 -0.3909 0.762653687921441
RSPH9 -0.3909 0.762653687921441
LRRC73 -0.3909 0.762653687921441
TREML5P -0.3909 0.762653687921441
ADCY10P1 -0.3909 0.762653687921441
C6orf130 -0.3909 0.762653687921441
KIF6 -0.3909 0.762653687921441
TMEM217 -0.3909 0.762653687921441
FGD2 -0.3909 0.762653687921441
PI16 -0.3909 0.762653687921441
C6orf89 -0.3909 0.762653687921441
ARMC12 -0.3909 0.762653687921441
C6orf1 -0.3834 0.766628745746035
LEMD2 -0.3914 0.762389418091795
FCGR3B -0.2624 0.833699861094453
ZBTB9 -0.3914 0.762389418091795
ZBTB12 -0.3434 0.788181613413497
C6orf136 0.3791 1.30053028931466
ZSCAN12P1 -0.3987 0.758541490557053
HIST1H2AA -0.4141 0.750487527122927
KDM1B -0.4 0.757858283255199
RBM24 -0.4 0.757858283255199
RNF182 -0.4 0.757858283255199
PHACTR1 -0.4 0.757858283255199
FCGRT 0.0658 1.04666517331387
C6orf228 -0.4 0.757858283255199
SYCP2L -0.4 0.757858283255199
LINC00518 -0.4 0.757858283255199
PXDC1 -0.4041 0.755707580684773
MGC39372 -0.4041 0.755707580684773
ZNF498 0.5733 1.48792313518508
FAM200A 0.5733 1.48792313518508
FKTN 0.4347 1.35162974030025
VWDE 0.6456 1.56438976239696
PRPS1L1 0.6456 1.56438976239696
TWISTNB 0.6456 1.56438976239696
SP8 0.6456 1.56438976239696
HOXA11-AS 0.6456 1.56438976239696
JAZF1 0.6456 1.56438976239696
FCN1 0.4607 1.37620939713541
PPP1R35 0.5733 1.48792313518508
GPC2 0.5733 1.48792313518508
BRAT1 0.6456 1.56438976239696
SDK1 0.6456 1.56438976239696
FOXK1 0.6456 1.56438976239696
MMD2 0.6456 1.56438976239696
DAGLB 0.6456 1.56438976239696
CCZ1B 0.6456 1.56438976239696
THSD7A 0.6456 1.56438976239696
ALDH3B2 0.5219 1.43584498198398
FCN2 0.4607 1.37620939713541
VSTM2A 0.6378 1.55595463704494
DKFZp434L192 0.6378 1.55595463704494
TMED4 0.6395 1.5577891771666
DKFZP586I1420 0.5951 1.51057728717286
C7orf41 0.5951 1.51057728717286
PRR15 0.6456 1.56438976239696
SRRM3 0.0303 1.02122446128627
RSBN1L 0.0303 1.02122446128627
FDFT1 0.4057 1.32473151822696
KIAA1324L 1.1473 2.21498971524578
LRWD1 0.5733 1.48792313518508
FAM185A 0.5733 1.48792313518508
FBXL13 0.5733 1.48792313518508
NAPEPLD 0.5733 1.48792313518508
ATXN7L1 0.5733 1.48792313518508
CDHR3 0.5733 1.48792313518508
BEND7 -0.421 0.746906728556171
FDPS 0.0848 1.06054070901648
LNX2 0.0909 1.06503437827721
GPR97 -0.1008 0.932515751609458
HS3ST5 0.1179 1.08515415212082
GPRC6A 0.1179 1.08515415212082
RFX6 0.1179 1.08515415212082
SLC35F1 0.1179 1.08515415212082
FAM83B -0.2991 0.81275926385259
GPR111 -0.3909 0.762653687921441
TSPO2 -0.3909 0.762653687921441
UNC5CL -0.3909 0.762653687921441
KCTD20 -0.3909 0.762653687921441
PXT1 -0.3909 0.762653687921441
LHFPL5 -0.3909 0.762653687921441
SCUBE3 -0.3834 0.766628745746035
ZSCAN23 -0.3987 0.758541490557053
NKAPL -0.3987 0.758541490557053
TOB2P1 -0.3987 0.758541490557053
FAM217A -0.4041 0.755707580684773
TMEM130 0.5733 1.48792313518508
FERD3L 0.6456 1.56438976239696
RPL23P8 0.6456 1.56438976239696
NYAP1 0.5733 1.48792313518508
SLC29A4 0.6456 1.56438976239696
ALDH9A1 -0.2624 0.833699861094453
FDX1 -0.4273 0.743652227004751
CCDC129 0.5951 1.51057728717286
ZNRF2 0.5951 1.51057728717286
SEMA3D 1.1473 2.21498971524578
FDXR 0.1086 1.07818145487515
FECH -1.0198 0.493184717427133
FEN1 0.0739 1.05255819440637
GPC4 0.0271 1.01896182322045
ALDH3A2 0.1526 1.11157092188835
FER 0.103 1.07400447162012
FES -0.2501 0.840838130775786
FGA -0.4121 0.751528645231213
FGB -0.4121 0.751528645231213
FGD1 -0.7532 0.593286146203179
FGF1 0.1066 1.07668781355647
FGF2 -0.3832 0.766735030423688
FGF3 2.2253 4.6760812569151
FGF4 2.2253 4.6760812569151
ABCD2 0.1271 1.09209624146528
FGF5 -0.3711 0.773192741960948
FGF6 -0.4107 0.752258287144593
FGF7 -0.2471 0.842588423699958
FGF8 0.0934 1.06688154220183
FGF9 0.092 1.06584673606794
FGF10 1.0112 2.01558692113232
FGF11 0.3252 1.25283810682638
MAPK15 0.5355 1.44944440666812
FGF12 0.6945 1.6183234677181
FGF13 0.0271 1.01896182322045
FGF14 0.0745 1.05299603209275
ALDOA 0.3182 1.24677402187494
FGFR1 -0.411 0.752101875694344
FGFR3 -0.3948 0.760594810141881
GPC5 0.0745 1.05299603209275
FGFR2 0.0934 1.06688154220183
FGFR4 0.3392 1.26505490404651
FGG -0.4121 0.751528645231213
FGL1 1.4321 2.69839210048494
FGR -0.4153 0.749863548688073
FH -0.4243 0.745200217257964
FHIT -2.3769 0.192522637748893
FHL1 0.0271 1.01896182322045
FHL2 0.1011 1.07259096058138
FHL3 0.0605 1.04282711455681
FIGF 0.0673 1.04775397876341
CASC3 0.0926 1.0662901014528
NID2 0.2392 1.18033796158082
COG2 -0.2478 0.842179696412653
TFEC 0.5733 1.48792313518508
LAMB4 0.5733 1.48792313518508
FKBP1A 0.4496 1.365661562474
RRAS2 -0.1712 0.888103669997188
ITGA11 -0.2463 0.843055783499842
CLCA4 0.1255 1.09088573934518
XRN2 0.4155 1.33376084328331
IKZF3 0.0926 1.0662901014528
IKZF2 0.0894 1.06392761537435
MRAS -0.3802 0.76833106995775
ATF5 0.0658 1.04666517331387
FKBP1B 0.0753 1.05358009900014
COPZ1 0.1271 1.09209624146528
FKBP1AP1 0.05 1.03526492384138
COPG1 -0.3965 0.759699090929046
RASA3 0.0745 1.05299603209275
PHLDA1 -0.3354 0.792564360643477
MTF2 0.1435 1.10458159964406
HSPA4L -0.3832 0.766735030423688
DNAJC8 -0.4153 0.749863548688073
PUF60 0.5355 1.44944440666812
SCAF8 0.1179 1.08515415212082
NLGN4Y -3.1075 0.116024388580592
KIAA1009 0.1179 1.08515415212082
ZNF652 0.0818 1.05833766795091
ZFP30 0.0496 1.03497792724416
RHOBTB3 0.103 1.07400447162012
COBLL1 0.178 1.1313144628459
RNF44 0.3392 1.26505490404651
DLGAP4 0.3842 1.30513586539748
RAB11FIP2 0.0934 1.06688154220183
PPM1E 0.0818 1.05833766795091
FRMPD1 0.4051 1.32418069242579
DOLK 0.4607 1.37620939713541
VASH1 0.9372 1.91480834679332
ZNF507 0.0441 1.03103978254985
AAK1 0.0879 1.06282200259786
CPEB3 -0.402 0.75680839648479
ADNP2 -1.0198 0.493184717427133
ANKRD26 -0.4126 0.751268230379499
LMTK2 0.5733 1.48792313518508
NTNG1 0.12 1.08673486252606
CHSY1 -0.2423 0.845396473843762
ICK -0.3909 0.762653687921441
LPHN1 0.0441 1.03103978254985
FKBP2 0.5219 1.43584498198398
NLRP1 0.3247 1.25240398145819
FNDC3A 0.0909 1.06503437827721
ATG14 0.803 1.74472541154152
R3HDM2 0.1271 1.09209624146528
SLITRK3 0.72 1.64718203453515
CNKSR2 0.0673 1.04775397876341
FASTKD2 0.0894 1.06392761537435
ZNF510 0.4347 1.35162974030025
FKBP3 -0.0727 0.950856805787567
PPP6R1 0.05 1.03526492384138
NLGN1 0.6673 1.58809806323889
SEC31A -0.3711 0.773192741960948
DZIP1 0.0745 1.05299603209275
PLEKHA6 -0.2478 0.842179696412653
ENPP4 -0.3909 0.762653687921441
INPP5F 0.0934 1.06688154220183
MLXIP -0.2976 0.813604745997419
TRAPPC8 0.0525 1.03706045651031
MON1B -0.0896 0.939783276346948
FKBP4 -0.4107 0.752258287144593
MORC2 0.1658 1.12178795691875
ANKRD6 0.1179 1.08515415212082
ZHX2 0.5355 1.44944440666812
CLSTN1 -0.4209 0.746958501979785
WDR37 -0.3871 0.764665134556204
ABLIM3 0.1066 1.07668781355647
FOXJ3 0.112 1.08072540203935
UBOX5 0.4424 1.35886298914406
KIAA0907 0.0848 1.06054070901648
FKBP5 -2.8931 0.134613965971647
ZBTB1 0.803 1.74472541154152
ZNF365 -0.402 0.75680839648479
BAHD1 -0.2471 0.842588423699958
DIS3 0.0745 1.05299603209275
RPH3A -0.4067 0.754346884059904
CEP164 -0.4273 0.743652227004751
DENND3 0.5355 1.44944440666812
ARHGEF15 0.3252 1.25283810682638
ALDOB 0.4347 1.35162974030025
FOXG1 -0.0549 0.962661167376638
CARD8 0.0658 1.04666517331387
ARSG 0.0803 1.05723786413849
RUFY3 -0.3711 0.773192741960948
BTBD3 0.4424 1.35886298914406
SBNO2 0.5126 1.42661890812938
EPN2 0.1526 1.11157092188835
TRAK1 -0.378 0.769503610080431
DHX30 -0.4081 0.753615216342522
SACM1L -0.378 0.769503610080431
FAN1 -0.2762 0.825763181916274
WDR47 0.12 1.08673486252606
RALY 0.3842 1.30513586539748
KLRK1 -0.393 0.761544369851631
MMRN1 -0.3711 0.773192741960948
NCBP2 0.6866 1.60948596910928
ZP1 0.0739 1.05255819440637
CD93 0.4155 1.33376084328331
MAPRE1 0.3842 1.30513586539748
KIFAP3 -0.2546 0.838219506247897
MSRB2 -0.4126 0.751268230379499
MAPRE3 0.0753 1.05358009900014
PLA2R1 0.178 1.1313144628459
ATF6 -0.2624 0.833699861094453
HABP4 0.4347 1.35162974030025
SEPHS2 0.3182 1.24677402187494
SEPHS1 -0.421 0.746906728556171
