SYMBOL COLO829_SKIN
PTPLB 0.3637
STT3B 0.3834
EMX1 0.0026
LOC201617 0.4199
DNAH12 0.3596
PDE12 0.3596
FAM116A 0.3596
TIGIT 0.3637
LOC201651 0.3627
CTTN -0.0818
C4orf46 0.2734
SLC10A4 -0.553
TIGD4 0.2688
TMEM154 0.2688
EMX2 -0.5557
C4orf34 -0.553
EN1 0.0257
TMEM192 0.2734
RWDD4 0.317
CCDC111 0.317
AIM1 -0.0287
EN2 -0.5733
TAPT1 -0.504
FLJ39653 -0.504
SPATA24 -0.5807
DNAJC18 -0.5807
ENDOG 0.2865
FAM153B -0.5762
RANBP3L -0.5556
LOC202181 -0.5762
ENG 0.2865
CCDC125 -0.5792
C5orf27 -0.5813
ENO1 -1e-04
GAPT -0.5792
CMYA5 -0.5813
STK32A -0.5762
OSTCP1 -0.0287
TCTE1 0.3405
KHDRBS2 0.3405
ENO2 -0.0267
TRIM39-RPP21 0.3386
ENO3 0.0663
LOC202781 -0.5733
ENPEP 0.2909
C7orf33 0.3685
ENSA 0.307
TMEM184A 0.3951
AK1 0.2865
SLC29A1 0.3405
ADCK5 0.1364
TSNARE1 0.1492
TUBB 0.3386
R3HCC1 0.1737
PRSS55 0.1755
C8orf74 0.1755
HTRA4 0.119
ADAM32 0.119
C8orf47 0.1336
LGI3 0.1737
C9orf91 0.294
C9orf72 -0.5501
CCDC171 -0.551
NAIF1 0.2865
FAM219A 0.3263
CCDC107 0.3263
ANKS6 0.294
EP300 0.3799
SUSD3 0.294
EPAS1 0.0026
CXorf61 0.0192
SLC25A43 0.0192
FAM226A 0.0182
ZCCHC5 0.0182
NRK 0.0182
EPB41 -0.0413
DDX26B 0.0192
ZNF449 0.0192
VMA21 0.0192
TMEM31 0.0182
PAGE2 0.0182
EPB41L1 0.3857
EPB41L2 -0.0287
EPB42 -0.5658
ANO5 0.0849
EPB49 0.1737
AK2 -0.014
STOM 0.2865
RPSAP52 -0.0051
EPHA1 0.8768
EPHA3 0.3637
CERS3 0.3831
EPHA4 -0.0026
EPHA5 0.3239
PDILT 0.1616
EPHA7 -0.0241
EPHA8 -0.029
EPHB1 0.3627
EPHB2 -0.029
NLRP11 -0.0132
HIPK1 -0.5499
EPHB3 0.3601
SLC44A5 0
AK4 -0.014
EPHB4 0.3615
EPHB6 0.894
FAM123C 0.0257
EPHX1 0.31
LINC00116 0.0022
EPHX2 0.1737
C2orf69 -0.0132
STX2 -0.012
C3orf58 0.3627
CLN8 0.2241
SENP5 0.3634
EPO 0.3519
EPOR -0.0182
KIAA2018 0.3637
EPRS 0.3267
TRIML2 0.317
EPS8 -0.0123
EPS15 -0.014
NR2F6 -0.0182
AQPEP -0.5787
SLC36A1 -0.5762
ERBB2 0.0363
C6orf163 -0.0241
PIP5K1P1 0.3411
ERBB3 -0.0051
ERBB4 -2.094
ERCC1 -0.0195
ERCC2 -0.0195
EREG 0.2909
AKT1 -0.0193
EYA4 -0.0287
DHRSX -0.0928
ERCC3 0.0257
SFTA1P -0.0221
ERCC4 0.1493
ERCC5 0.1343
ERCC6 -0.57
ERF -0.0182
ERG -0.0095
ERH -0.0193
AKT2 -0.0182
ERN1 0.0659
ERV3-1 0.3811
FBL -0.0182
ESD 0.1303
ESR1 -0.0287
ABCA3 0.1559
ALAD 0.294
ESR2 -0.0193
ESRRA -0.0818
ESRRB -0.0193
ESRRG 0.3267
ETF1 -0.5807
ETFA -0.5658
ETFB -0.0195
ALAS1 0.3596
ETFDH 0.2734
ETS1 -0.083
ETS2 -0.0095
ETV1 0.3951
ETV2 -0.0182
ETV3 0.307
ETV4 0.0491
ETV5 0.3601
ALAS2 0.0182
ETV6 -0.0123
EVC -0.4983
MECOM 0.3601
EVI2A 0.0656
EVI2B 0.0656
EVPL 0.0659
EVX1 0.383
ALB 0.2909
EWSR1 0.3861
EXT1 0.1492
EXT2 0.0473
EXTL1 -0.0413
EXTL2 -0.5702
EXTL3 0.1737
EYA1 0.1324
EYA2 0.3857
ALCAM 0.3637
EYA3 -0.0413
EZH1 0.0491
EZH2 0.3685
F2 0.0473
F2R -0.5813
ABCD1 0.0192
F2RL1 -0.5813
F2RL2 -0.5813
F3 -0.5702
F5 0.3004
F7 0.1709
F8 0.0192
F9 0.0192
F10 0.1709
ALDH1A1 0.2966
F11 0.317
F12 -0.5762
F13A1 0.3411
F13B 0.2981
FAAH -0.014
FABP4 0.1324
FABP1 0.0026
FABP2 0.303
ALDH2 -0.012
FABP3 -0.014
FABP5 0.1324
FABP6 -0.5762
FABP7 -0.0287
FANCA -0.5482
FANCC 0.294
FANCD2 -0.589
FANCE 0.3405
ALDH3A1 0.0419
ACSL1 0.317
ACSL3 -0.0026
ACSL4 0.0182
FAH -0.5658
PTK2B 0.1737
BPTF 0.0659
FANCB -0.0036
FANCF 0.0849
FANCG 0.3263
ALDH1B1 0.3263
FAP -0.0132
FBLN1 0.3799
SAMD9L 0.4021
FAM123A 0.1635
ATAD3C -1e-04
FARSA -0.0182
USP12 0.1635
LOC219347 -0.5546
PLAC9 -0.5546
FASN 0.0667
MTIF3 0.1635
GSX1 0.1635
OR8U1 -0.0818
OR4C16 -0.0818
OR4C11 -0.0818
OR4S2 -0.0818
OR4C6 -0.0818
OR5D14 -0.0818
OR5L1 -0.0818
OR5D18 -0.0818
OR7E5P -0.0818
OR5AS1 -0.0818
OR8K5 -0.0818
OR5T2 -0.0818
OR8H1 -0.0818
OR8K3 -0.0818
OR8J1 -0.0818
OR5R1 -0.0818
OR5M3 -0.0818
OR5M8 -0.0818
OR5M11 -0.0818
OR5AR1 -0.0818
FAT1 0.317
OR5AK4P -0.0818
LRRC55 -0.0818
SMTNL1 -0.0818
YPEL4 -0.0818
MED19 -0.0818
C7orf62 0.4021
ZNF804B 0.4021
FOLH1B -0.0968
FAT2 -0.5762
C10orf107 -0.5546
TMEM26 -0.5546
ZCCHC24 -0.5546
ENKUR -0.0221
ARMC3 -0.0221
UNC5B -0.5546
FAU -0.0818
LOC219731 -0.0221
STOX1 -0.5546
C10orf35 -0.5546
TYSND1 -0.5546
ZNF25 -0.5496
GJD4 -0.5496
CCNY -0.5496
RTKN2 -0.5546
TBATA -0.5546
C11orf45 -0.083
HYLS1 -0.083
TMEM218 -0.083
SLC37A2 -0.083
OR8B12 -0.083
OR8G5 -0.083
OR10G8 -0.083
OR10G9 -0.083
OR10S1 -0.083
OR6T1 -0.083
OR4D5 -0.083
TBCEL -0.083
FBLN2 -0.589
TMEM136 -0.083
MRPL21 -0.0818
TPCN2 -0.0818
SPATA19 -0.083
OR6Q1 -0.0818
OR9I1 -0.0818
OR9Q1 -0.0818
OR9Q2 -0.0818
OR1S2 -0.0818
OR1S1 -0.0818
OR10Q1 -0.0818
OR5B17 -0.0818
OR5B21 -0.0818
GLYATL2 -0.0818
MPEG1 -0.0818
OR5A2 -0.0818
OR5A1 -0.0818
OR4D6 -0.0818
OR4D11 -0.0818
PATL1 -0.0818
PLAC1L -0.0818
MS4A15 -0.0818
ABCB7 0.0182
ALDH1A3 0.3831
FBN1 -0.5658
VWCE -0.0818
CYBASC3 -0.0818
PPP1R32 -0.0818
GDPD4 -0.0818
C11orf82 -0.0968
CCDC83 -0.0968
ORAOV1 -0.0818
LRTOMT -0.0818
FAM194B 0.1303
SPERT 0.1303
FBN2 -0.5807
DLEU7 0.1303
FAM124A 0.1303
TPTE2P3 0.1303
SKA1 -0.0112
CCDC11 -0.0112
DOK6 0.0021
EFEMP1 0.0026
ATOH7 -0.5546
OTUD1 -0.0221
HEPACAM -0.083
FBP1 0.294
OAF -0.083
TIGD3 -0.0818
FAM181B -0.0968
CCDC89 -0.0968
FCAR -0.0046
CTAGE10P 0.1303
RNF152 -0.0112
FCER1A 0.307
USP32P2 -1.0726
MS4A2 -0.0818
FCER1G 0.307
LOC220729 0.3634
FCER2 -0.0298
FABP5P3 -0.5713
CBWD5 0.2499
FCGR1A 0.307
LOC220906 0.0101
ZNF438 -0.011
ZEB1-AS1 -0.011
SLC16A9 -0.5546
FAM13C -0.5432
MARCH8 -0.5496
C10orf25 -0.5496
TMEM72-AS1 -0.5496
HNRNPA3 -0.0132
ZNF485 -0.5496
ALDH3B1 -0.0818
FCGR1B -0.5499
RASGEF1A -0.5496
CCDC7 -0.011
REEP3 -0.5546
JMJD1C -0.5546
UCMA -0.0221
C10orf111 -0.0221
FAM171A1 -0.0221
SLC39A12 -0.0221
NSUN6 -0.0221
ARL5B -0.0221
LRRN4CL -0.0818
HNRNPUL2 -0.0818
ALKBH3 0.0473
LOC221122 0.0473
N6AMT2 0.1351
SKA3 0.1351
EFHA1 0.1351
SPATA13 0.1635
CPNE2 -0.567
GPR114 -0.567
PRSS54 -0.567
FCGR2A 0.307
CES5A -0.567
LINC00305 -0.0255
CCDC162P -0.0287
AKD1 -0.0287
NT5DC1 -0.0287
FCGR2B 0.307
FAM26D -0.0287
ZUFSP -0.0287
FAM162B -0.0287
C6orf170 -0.0287
BEND6 0.3405
GSTA5 0.3405
OPN5 0.3405
GPR115 0.3405
GPR116 0.3405
FCGR3A 0.307
TDRD6 0.3405
SPATS1 0.3405
C6orf223 0.3405
RSPH9 0.3405
LRRC73 0.3405
TREML5P 0.3405
ADCY10P1 0.3405
C6orf130 0.3405
KIF6 0.3405
TMEM217 0.3405
FGD2 0.3405
PI16 0.3405
C6orf89 0.3405
ARMC12 0.3405
C6orf1 0.3405
LEMD2 0.3405
FCGR3B 0.307
ZBTB9 0.3405
ZBTB12 0.3386
C6orf136 0.3386
ZSCAN12P1 0.3271
HIST1H2AA 0.3533
KDM1B 0.3411
RBM24 0.3411
RNF182 0.3411
PHACTR1 0.3411
FCGRT -0.0195
C6orf228 0.3411
SYCP2L 0.3411
LINC00518 0.3411
PXDC1 0.3411
MGC39372 0.3411
ZNF498 0.3519
FAM200A 0.3519
FKTN 0.294
VWDE 0.3951
PRPS1L1 0.3951
TWISTNB 0.383
SP8 0.383
HOXA11-AS 0.383
JAZF1 0.383
FCN1 0.2865
PPP1R35 0.3519
GPC2 0.3519
BRAT1 0.3951
SDK1 0.3951
FOXK1 0.3951
MMD2 0.3951
DAGLB 0.3951
CCZ1B 0.3951
THSD7A 0.3951
ALDH3B2 -0.0818
FCN2 0.2865
VSTM2A 0.383
DKFZp434L192 0.383
TMED4 0.383
DKFZP586I1420 0.383
C7orf41 0.383
PRR15 0.383
SRRM3 0.3602
RSBN1L 0.3602
FDFT1 0.1755
KIAA1324L 0.4021
LRWD1 0.3469
FAM185A 0.3498
FBXL13 0.3498
NAPEPLD 0.3498
ATXN7L1 0.3809
CDHR3 0.3809
BEND7 -0.0221
FDPS 0.307
LNX2 0.1635
GPR97 -0.567
HS3ST5 -0.0287
GPRC6A -0.0287
RFX6 -0.0287
SLC35F1 -0.0287
FAM83B 0.3405
GPR111 0.3405
TSPO2 0.3405
UNC5CL 0.3405
KCTD20 0.3405
PXT1 0.3405
LHFPL5 0.3405
SCUBE3 0.3405
ZSCAN23 0.3271
NKAPL 0.3271
TOB2P1 0.3271
FAM217A 0.3411
TMEM130 0.3519
FERD3L 0.383
RPL23P8 0.383
NYAP1 0.3519
SLC29A4 0.3951
ALDH9A1 0.307
FDX1 -0.083
CCDC129 0.383
ZNRF2 0.383
SEMA3D 0.4021
FDXR 0.0659
FECH -0.0112
FEN1 -0.0818
GPC4 0.0192
ALDH3A2 0.0419
FER -0.5787
FES 0.3849
FGA 0.2688
FGB 0.2688
FGD1 0.0182
FGF1 -0.5807
FGF2 0.303
FGF3 -0.0818
FGF4 -0.0818
ABCD2 0.0032
FGF5 0.2909
FGF6 -0.0033
FGF7 -0.5658
FGF8 -0.5557
FGF9 0.1351
FGF10 -0.569
FGF11 0.0663
MAPK15 0.1364
FGF12 0.3601
FGF13 0.0192
FGF14 0.1343
ALDOA 0.1046
FGFR1 -1.3061
FGFR3 -0.4983
GPC5 0.1343
FGFR2 -2.5606
FGFR4 -0.5762
FGG 0.2688
FGL1 0.1737
FGR -0.0413
FH 0.3195
FHIT 0.4354
FHL1 0.0192
FHL2 0.0138
FHL3 -0.014
FIGF -0.0036
CASC3 0.0363
NID2 -0.0193
COG2 0.3195
TFEC 0.3809
LAMB4 0.3809
FKBP1A 0.3708
RRAS2 0.0721
ITGA11 -0.5658
CLCA4 0
XRN2 0.3857
IKZF3 0.0363
IKZF2 -0.0026
MRAS 0.3627
ATF5 -0.0195
FKBP1B 0.014
COPZ1 -0.0051
FKBP1AP1 -0.0132
COPG1 0.3637
RASA3 0.1709
PHLDA1 0.0088
MTF2 -0.5702
HSPA4L 0.3088
DNAJC8 -0.0413
PUF60 0.1364
SCAF8 -0.0287
NLGN4Y -3.2465
KIAA1009 -0.0241
ZNF652 0.0659
ZFP30 -0.0182
RHOBTB3 -0.5813
COBLL1 -0.0132
RNF44 -0.5762
DLGAP4 0.3857
RAB11FIP2 -0.5557
PPM1E 0.0659
FRMPD1 0.3263
DOLK 0.2865
VASH1 -0.0193
ZNF507 -0.0182
AAK1 0.0026
CPEB3 -0.5557
ADNP2 0.0293
ANKRD26 0.0101
LMTK2 0.3519
NTNG1 -0.5721
CHSY1 0.3831
ICK 0.3405
LPHN1 -0.0182
FKBP2 -0.0818
NLRP1 0.0663
FNDC3A 0.1303
ATG14 -0.0193
R3HDM2 -0.0051
SLITRK3 0.3601
CNKSR2 -0.0036
FASTKD2 -0.0132
ZNF510 0.294
FKBP3 -0.0193
PPP6R1 -0.0046
NLGN1 0.3601
SEC31A 0.2909
DZIP1 0.1343
PLEKHA6 0.2981
ENPP4 0.3405
INPP5F -0.5557
MLXIP -0.012
TRAPPC8 0.0042
MON1B -0.5286
FKBP4 -0.0033
MORC2 0.3861
ANKRD6 -0.0241
ZHX2 0.1492
CLSTN1 -0.0204
WDR37 -0.5769
ABLIM3 -0.5762
FOXJ3 -0.014
UBOX5 0.3717
KIAA0907 0.307
FKBP5 0.3405
ZBTB1 -0.0193
ZNF365 -0.5546
BAHD1 -0.5658
DIS3 0.1343
RPH3A -0.012
CEP164 -0.083
DENND3 0.1492
ARHGEF15 0.0663
ALDOB 0.294
FOXG1 -0.0074
CARD8 -0.0195
ARSG 0.0659
RUFY3 0.2909
BTBD3 0.4192
SBNO2 -0.0298
EPN2 0.0419
TRAK1 0.3834
DHX30 0.3596
SACM1L 0.3834
FAN1 -0.5255
WDR47 -0.5721
RALY 0.3857
KLRK1 -0.0123
MMRN1 0.2909
NCBP2 0.3634
ZP1 -0.0818
CD93 0.3857
MAPRE1 0.3857
KIFAP3 0.3004
MSRB2 -0.0221
MAPRE3 0.014
PLA2R1 -0.057
ATF6 0.307
HABP4 0.294
SEPHS2 0.1046
SEPHS1 -0.0221
RAB3GAP1 -0.0117
RAB18 0.0101
POMZP3 0.3602
SIRT2 -0.0182
RPIA 0.0026
ELL2 -0.5813
SCAP 0.3596
SNW1 -0.0193
FOXF1 -0.5482
SHANK2 -0.0818
DKK1 -0.5432
KIN -0.0221
CCT5 -0.5601
PTGR1 0.294
FOXF2 0.3411
SLC4A1AP 0.014
CYP2G1P -0.0182
P2RX2 -0.0085
TRIM32 0.2865
SCMH1 -0.014
FOXC1 0.3411
FOXD1 -0.5813
LAMB2P1 0.3596
TPX2 0.3857
PAXIP1 -0.5733
AKR7A3 0
NT5C2 -0.5557
EFR3B 0.014
FOXD4 -0.0202
TCF25 -0.5482
NINL 0.3857
DIP2C -0.5769
MAST1 -0.0182
PDCD11 -0.5557
ACIN1 -0.0074
SORCS3 -0.5557
SV2C -0.5813
MYH15 0.3637
FOXI1 -0.5762
PCNX -0.0193
KDM2A -0.0818
HMGXB3 -0.5762
AZI1 0.0667
CEP152 -0.5658
TTC39A -0.014
IGSF9B -0.083
LIMCH1 -0.553
RIMS1 -0.0613
ABCF1 0.3386
ALDOC 0.0419
FOXL1 -0.5482
WDFY3 0.2909
DAAM1 -0.0193
MAPKBP1 -0.5658
PLCH1 0.3627
KLHDC10 0.8841
FOXE3 -0.014
RAB21 0.0088
STK38L 0.003
SPEN -0.0204
FBXO21 -0.012
GOLGA8A -0.5351
EXOSC7 0.3834
FAIM2 -0.0051
CNOT1 -3.0854
FOXJ1 0.0659
SNRNP200 0.0138
PALLD 0.2734
TMCC1 0.3637
PDZRN3 0.4199
UNC13A -0.0182
MYO16 0.1709
KDM1A -0.029
RBM34 0.3195
FOXC2 -0.5482
KDM4B -0.0298
MAST3 -0.0182
USP33 0
DOPEY1 -0.0241
SAMD4A -0.0193
PHLPP2 -0.5286
ZNF292 -0.0241
PDZD2 -0.5556
WDTC1 -0.0413
XPO7 0.1737
FOXE1 0.294
MYT1L 0.0259
MON2 -0.0051
PDXDC1 -0.2289
TNIK 0.3601
KIF21B 0.2981
PDS5B 0.1493
FNBP1 0.2865
SMG1 0.1616
FOXM1 -0.0033
ZHX3 0.3857
ENDOD1 -0.0789
KIAA0913 -0.5546
NCOA6 0.3857
NMNAT2 0.3004
CLUAP1 0.1559
FOXD2 -0.014
ZNF609 -0.5658
TBC1D9B -0.558
GGA2 0.1337
WAPAL -0.5579
SETX 0.2865
EMC1 0
CAND2 -0.589
SETD1B -0.012
FOXS1 0.3857
FTSJD2 0.3405
ERP44 0.294
HECW1 0.383
UHRF1BP1L -0.012
SWAP70 0.0721
RRP1B -0.0095
MYCBP2 0.1343
VWA8 0.1303
FOXO1 0.1303
AVL9 0.383
KDM4C -0.551
PPRC1 -0.5557
ERC1 -0.0033
EXPH5 -0.083
TRIM35 0.1737
PEG10 0.4021
FOXO3 -0.0287
ZNF423 -0.5298
ZC3H13 0.1303
ARHGAP26 -0.5807
TTLL5 -0.0193
SIPA1L3 -0.0182
KIF1B -0.0204
IQSEC2 0.0182
CDK19 -0.0287
SARM1 0.0419
ZBTB43 0.2865
AKR1B1 0.8859
FOXO3B 0.0419
MCF2L2 0.3601
TBC1D2B -0.5658
FSTL4 -0.5807
MRPS27 -0.5813
RAP1GAP2 0.0663
DDN -0.0051
SPG20 0.1493
TNRC6B 0.3799
CUL9 0.3405
NFASC 0.2981
FAM179B -0.0193
NPIPL3 -0.5712
TAB2 -0.0287
HIC2 -0.1341
FLG 0.307
ATP10B -0.5762
CLASP2 0.3834
CAMTA2 0.0663
POGZ 0.307
GLT25D2 0.3004
PLXND1 0.3637
FLI1 -0.083
ATG2A -0.0818
GPATCH8 0.0491
RAD54L2 0.3596
PHF8 0.0182
KDM6B 0.0663
EPB41L3 -0.5426
SMC5 0.2966
N4BP3 -0.5762
MAST2 -0.014
FLII 0.0438
ZZEF1 0.0663
ANKLE2 -0.0085
DCUN1D4 0.3239
LRCH1 0.1303
ZC3H3 0.1364
SSPO 0.3685
NACAD 0.383
FCHO1 -0.0182
MLANA -0.5774
FRMD4B -1.0218
GRAMD4 0.3799
CIC -0.0182
NCDN -0.014
CLCC1 -0.5721
SEPT6 0.0192
TBC1D9 0.2983
FLNA 0.0192
WDR43 0.014
SNX13 0.3951
MAPK8IP3 0.1559
GGA3 0.0659
MPRIP 0.0438
NUP205 0.8859
STAB1 0.3596
EFR3A 0.1492
RTF1 -0.5658
SLC35D1 -0.014
FLNB 0.3596
TTLL12 0.3799
GPD1L 0.3834
FAM175B -0.5297
METAP1 0.2909
ZCCHC14 -0.5482
LPIN1 0.014
SEPT8 -0.5807
CEP68 0.0026
PASK -0.0055
RGL1 0.3004
FLNC 0.8841
RFTN1 -0.589
DIP2A -0.0095
MESDC2 -0.5658
LARP4B -0.5769
RCOR1 -0.0193
PHLDB1 -0.083
KANK1 2.976
FLOT2 0.0419
UBXN4 -0.0117
CYFIP1 0.3606
ATG4B -0.0055
GANAB -0.0818
FBXL7 -0.535
MDN1 -0.0241
FAM120A 0.294
FAF2 -0.5762
PSME4 0.0026
KIAA0182 -0.5482
ATP11B 0.3601
FAM168A -0.0818
PMPCA 0.2865
ARL6IP1 0.1616
ACSBG1 -0.5658
PLEKHM2 -0.0204
SYT11 0.307
MLC1 0.3799
FLT1 0.1272
JMJD6 0.0659
ZC3H4 -0.0195
RRS1 0.1324
SULF1 0.1324
XPO6 0.1337
PRRC2C 0.3004
TBC1D1 -0.553
ZFR2 -0.0298
NBEAL2 0.3596
FBXO28 0.3267
FLT3 0.1272
DTX4 -0.0818
RHOBTB2 0.1737
RRP12 -0.5557
SYNE2 -0.0193
NUP210 -0.589
PLCL2 -0.589
ARHGEF9 0.0182
FLT3LG -0.0195
VPS13A 0.2966
SEL1L3 -0.504
TBC1D12 -0.5557
EXOC6B 0.0026
DNAJC9 -0.5546
SIK2 -0.083
PLCB1 0.4192
ARC 0.1492
PHLPP1 -0.0112
FLT4 -0.558
KIAA0922 0.2688
PACS2 -0.0193
COBL 0.383
ANKRD28 -0.589
PDS5A -0.553
ASTN2 0.2865
BOP1 0.1364
KIAA0556 0.1337
RPRD2 0.307
ATP11A 0.1709
KIAA1024 -0.5658
OTUD3 0
ANKRD12 -0.5426
KAZN -0.0204
SOGA2 -0.5426
SCFD1 -0.0074
DENND5A 0.0721
DDHD2 0.1764
FMO1 0.3004
CAMTA1 -1e-04
PPIP5K2 -0.5813
MCF2L 0.1709
ZC3H7B 0.3799
EXOC7 0.0659
LPHN2 0
DNMBP -0.5557
MGA -0.5658
FMO2 0.3004
TSPYL4 -0.0287
CAMSAP2 0.2981
FAM208A 0.3596
CLEC16A 0.1723
POFUT2 -0.0095
KLHL18 0.3596
KIAA0664 0.0663
NUP160 0.0473
FMO3 0.3004
MTUS2 0.1272
CSTF2T -0.5432
LPHN3 0.3239
KIAA1107 -0.5702
WWC1 -0.5762
AGTPBP1 0.2966
IQCE 0.3951
FMO4 0.3004
FBXW11 -0.5762
SMG6 0.0663
ANKS1A 0.3405
MGRN1 0.1559
BICD2 0.294
FMO5 0.3592
ATMIN -0.5482
EHBP1 0.0026
WSCD1 0.0663
KIF13B 0.1737
UBR2 0.3405
ACSL6 -0.5807
TMEM194A -0.0051
FKBP15 0.294
ICOSLG -0.0095
SIN3B -0.0182
FMOD 0.2981
NCAPD3 -0.083
DMXL2 -0.5658
KIAA0930 0.3799
SATB2 -0.0132
SLC9A8 0.3857
CUX2 -0.012
DNAJC13 0.3627
ZCCHC11 -0.014
FMR1 0.0192
TRIM2 0.2688
RPGRIP1L -0.5298
MAN2B2 -0.4983
KIAA1033 -0.012
USP22 0.0419
NEDD4L -0.0112
SASH1 -0.0287
TBC1D30 -0.0051
TTC28 0.3861
CLASP1 0.0257
DPY19L1 0.383
SZT2 -0.014
WDR7 -0.0112
SYNM 0.3831
PHF15 -0.5807
VPS39 -0.5658
AFF2 0.0192
DNAJC16 -0.0204
ESYT1 -0.0051
SYNE1 -0.0287
SMCHD1 -0.5426
DOCK9 0.1343
KIAA1045 0.3263
FN1 -0.0026
U2SURP 0.3627
KHNYN -0.0074
UBR4 0
SUN1 0.3951
HAUS5 -0.0182
VPS8 0.3601
ANGEL1 -0.0193
USP24 -0.014
FAM189A1 -0.5255
FNBP4 0.0473
ZNF629 0.1046
PSD3 0.1737
OBSL1 -0.0026
ARHGEF12 -0.083
KIAA0895 0.383
LARP1 -0.5762
PPP1R13B -0.0193
PUM2 0.014
ARHGEF18 -0.0298
TENC1 -0.0051
CRTC1 -0.0182
UFL1 -0.0241
RRP8 0.0721
KIAA0947 -0.5601
SRGAP2 0.2981
SMG5 0.307
AHCYL2 0.8841
MAU2 -0.0182
SPECC1L 0.3607
NCSTN 0.307
NUDCD3 0.383
SIK3 -0.083
MED13L -0.012
FNTA 0.1324
ZDHHC17 0.0088
KIAA0368 0.294
ADNP 0.3857
LARS2 0.3834
PIP5K1C -0.0298
NCAPH 0.0138
PPWD1 -0.5792
CTDNEP1 0.0663
ATP13A2 0
FRAT2 -0.5557
FBXO46 -0.0195
EXOSC2 0.2865
DICER1 -0.0193
COTL1 -0.5482
SIRT5 0.3411
SIRT4 -0.012
SIRT3 0.0721
SIRT1 -0.5546
COMMD3 -0.0221
NCS1 0.2865
ZFPM2 0.1336
KCNH4 0.0491
KCNH3 -0.0051
MLYCD -0.5482
CRB1 0.2981
FNTB -0.0193
NOMO1 -0.2289
ITGB3BP -0.014
TMED3 -0.5658
TDRD7 0.294
GRIP1 -0.0051
SLC7A8 -0.0074
RYBP 0.4199
TPSD1 0.1559
AP4E1 -0.5658
GPR161 0.307
RHOQ 0.0026
C3orf27 0.3637
TARDBP -0.0204
CELA3B -0.029
HARS2 -0.5807
ATP1B4 0.0192
OTP -0.5813
SLC35A3 -0.5702
SLC44A1 0.294
SF3B3 -0.5603
SF3B1 -0.0132
ANGPTL2 0.2865
ABCB10 0.31
ABCB9 -0.012
FOLH1 0.0473
ABCA6 0.0659
ABCA5 0.0659
HEY1 0.1324
ICMT -1e-04
GCAT 0.3892
CBX6 0.3892
NPTXR 0.3892
CBX5 -0.0051
PHF3 0.3405
TRAM1 0.1324
CAPN7 -0.589
ETHE1 -0.0019
QPRT 0.1046
BRD4 -0.0182
SEC11A 0.3849
ISCU -0.012
FOLR1 -0.0818
SEC61G 0.383
PES1 0.3861
TGDS 0.1343
LEPROTL1 0.1737
CES3 -0.5103
CBX7 0.3799
HEY2 -0.0287
TNFRSF13B 0.0438
HAAO 0.0026
MACF1 -0.014
FOLR2 -0.0818
DAAM2 0.3405
ZFYVE26 -0.0193
RIMBP2 -0.012
TMEM131 0.0138
KIAA0240 0.3405
LRRC8B -0.5925
TTC9 -0.0193
POFUT1 0.3857
KCTD2 0.0659
NUP188 0.2865
SUZ12 0.0656
SCRIB 0.1364
KIAA0146 0.1324
MORC3 -0.0095
SLC39A14 0.1737
SKIV2L2 -0.5593
R3HDM1 -0.0117
ANP32D -0.0051
FOLR3 -0.0818
ANP32C 0.2734
RPL13A -0.0195
KAT6B -0.5546
CABIN1 0.3607
SRRM2 0.1559
HMHA1 -0.0298
ACAP2 0.3758
ZNF281 0.2981
CLCF1 -0.0818
FOS -0.0193
NNT -0.569
MMD 0.0659
PRAME 0.4337
PIK3R5 0.0663
TNPO3 0.8841
ADAT1 -0.5286
OR52A1 0.0721
SLC16A8 0.3892
FOSB -0.0195
SEC14L2 0.3861
MAPK8IP2 0.3799
RBFOX2 0.3892
SEZ6L 0.3861
ATP6V0A2 -0.012
SYNGR4 -0.0195
LILRA4 -0.0696
TTC33 -0.569
DNPEP -0.0026
FOSL2 0.014
PSD4 0.0022
RASD2 0.3892
CDK20 0.2966
HYAL4 0.3809
TSPAN12 0.3809
TSPAN15 -0.5546
PIGN -0.0112
SNAPIN 0.307
WBP2 0.0659
WBP1 0.0026
FPGS 0.2865
GTPBP4 -0.5769
CLDN14 -0.0095
CHST5 -0.5286
DDAH2 0.3386
LPAR3 0
ZNF346 -0.5762
ARL2BP -0.567
PADI4 0
FPR1 -0.0195
PRG1 -0.0019
DDAH1 0
FPR2 -0.0195
CDC42EP4 0.0659
CASP14 -0.0182
CCNDBP1 -0.5658
SMUG1 -0.0051
VSIG2 -0.083
TMEM50A -0.0413
DDX58 0.3263
ELP5 0.0663
KLHDC2 -0.0193
CARHSP1 0.1723
FPR3 -0.0195
PDSS1 -0.0221
FAM215A 0.0491
LEMD3 -0.0051
HEBP2 -0.0287
ORC6 -0.5298
ORC3 -0.0241
OPN3 0.3195
ACOT9 -0.0036
PATZ1 0.3861
AMACR -0.5556
CLEC5A 0.8859
CORO1C -0.012
DAPK2 -0.5658
CD2AP 0.3405
MKRN1 0.8859
MKRN2 -0.589
PHLDA3 0.2981
ZMYND8 0.3857
PPY2 0.0419
PYY2 0.0419
SH3BP1 0.3892
TSSK2 0.3914
ZIM2 -0.0132
NTSR2 0.014
BACE1 -0.083
RUSC1 0.307
CBLC -0.0195
FAM89B -0.0818
SPO11 0.3857
PRND 0.3717
BRD7P3 -0.0287
KCNE1L 0.0182
CA14 0.307
KPNA6 -0.014
