SYMBOL A253_SALIVARY_GLAND
FAM194A 0.6914
NUDT16 -0.3965
COL6A6 -0.3965
GRK7 0.6914
FAM172BP -0.3803
TMEM207 0.6945
METTL6 -0.1088
ADK -0.402
TAMM41 -0.1088
IL17RE -0.1088
RTP1 0.6945
IQCF1 -0.4081
GLYCTK -0.4081
PPM1M -0.4081
C3orf49 -0.3697
SNTN -0.3697
SYNPR -0.3697
C3orf45 -0.4081
RPL32P3 -0.3965
H1FOO -0.3965
OCIAD2 -0.3885
SCLT1 -0.3832
C4orf33 -0.3832
TMEM155 -0.3832
PABPC4L -0.3832
CORT -0.4209
MAP3K8 -0.4126
ADAD1 -0.3832
ZFP42 -0.3848
LIN54 -0.3711
SPATA18 -0.3885
COX4I1 -0.0714
C4orf32 -0.3711
TMPRSS11B -0.3885
GNPDA2 -0.3885
SPATA4 -0.3848
CPEB2 -0.3783
EVC2 -0.3871
COX5B 0.1011
ARL9 -0.3885
AASDH -0.3885
PDCL2 -0.3885
C4orf36 -0.3711
ADM -0.1712
PACRGL -0.3783
TRAM1L1 -0.3832
OTOP1 -0.3948
ENPP6 -0.3848
SLC9B2 -0.3711
SETD9 0.129
IL31RA 0.129
EMB 0.129
SLCO6A1 0.103
C5orf47 0.3392
PPARGC1B 0.1066
HEATR7B2 1.0112
EGFLAM 1.0112
PRRC1 0.1066
NADKD1 1.0112
UGT3A1 1.0112
CAPSL 1.0112
COX6A1 -0.2976
JMY 0.103
C5orf58 0.3392
COX6A2 0.3182
ZNF474 0.1066
CCDC127 0.9415
ADORA1 -0.2478
COX6B1 0.0496
OR2Y1 0.3392
UBE2QL1 0.9142
C5orf49 0.9142
FAM173B 0.9142
CMBL 0.9142
POU5F2 0.103
DNAJC21 1.0112
AFAP1L1 0.1066
GRPEL2 0.1066
TMEM171 0.1163
TMEM174 0.1163
LSM11 0.2747
POC5 0.103
GPR151 0.1066
STARD4 0.103
WDR36 0.103
ZNF300P1 0.2747
NUDCD2 0.3615
COX6C 0.4948
UBLCP1 0.2747
ACOT12 0.103
SOWAHA 0.1066
SHROOM1 0.1066
C5orf24 0.1066
COX7A1 0.0496
ADAT2 0.1179
COX7A2 0.1213
RIPPLY2 0.1179
IRAK1BP1 0.1179
CLVS2 0.1179
TAAR9 0.1179
TAAR1 0.1179
COX7B 0.4588
STXBP5 0.1179
ADORA2A 0.544
COX7C 0.103
COX8A 0.5219
NCOA7 0.1179
HINT3 0.1179
PACRG 0.1179
B3GAT2 0.1213
C6orf57 0.1213
COX10 0.3252
CD109 0.1213
RAET1E 0.1179
PM20D2 0.1179
SRSF12 0.1179
COX11 0.0818
C6orf141 -0.3909
HUS1B -0.4041
COX15 0.0934
CP 0.6914
TRIM40 0.3791
DPCR1 0.3791
CPA1 -0.3989
CPA2 -0.3989
WBSCR28 0.0303
TRIM50 0.0303
CPA3 0.6914
OR9A2 -0.3989
C7orf34 -0.3989
TMEM139 -0.3989
NOBOX -0.4107
OR2A14 -0.3989
OR6B1 -0.3989
OR2F2 -0.3989
ADORA2B 0.3252
CPB1 0.6914
ZNF786 -0.4107
CPB2 0.0909
CPD 0.1526
EMID2 0.5733
PRSS37 -0.3989
KLF14 -0.3989
C7orf45 -0.3989
C7orf57 0.6395
CPE -0.3831
SVOPL -0.3989
MTPN -0.3989
LRGUK -0.3989
ASB10 -0.4164
CLDN4 0.0303
CLDN3 0.0303
PRSS58 -0.3989
CLDN7 0.3252
MPLKIP 0.6395
CPM 0.1271
SRCRB4D 0.0303
C7orf31 0.6456
CPN1 0.0934
ASZ1 0.5733
CPN2 0.6866
CLDN23 0.4071
CPOX -0.3803
ZNF572 0.5355
CPS1 0.0894
GOT1L1 -0.411
FAM92A1 -0.2702
CPT1A 0.5219
VPS37A 1.4321
CPT1B 0.1642
CPT2 0.112
NDUFAF6 -0.2702
TMEM68 0.2758
ABRA 0.4948
LYPD2 0.5355
CR1 -0.2478
NKX2-6 0.4381
TMEM71 0.5355
SGCZ -1.9688
ADHFE1 0.7463
UBXN2B 0.2758
CR1L -0.2478
PXDNL 0.2758
AGPAT6 -0.411
UNC5D -0.411
LETM2 -0.411
CR2 -0.2478
DCAF4L2 -0.2702
RALYL -0.2702
HGSNAT 0.4516
RNF183 0.4607
CRABP1 -0.2463
NACC2 0.4791
C9orf116 0.4791
C9orf41 0.4454
CRABP2 0.0848
C9orf57 0.4454
C9orf85 0.4454
C9orf135 0.4454
LCN8 0.4791
FAM69B 0.4791
CRAT 0.4607
PTRH1 0.4607
PIP5KL1 0.4607
TAF1L 0.4294
CREB1 0.0894
ATF2 0.178
PTPDC1 0.4347
ANKRD19P 0.4347
CREBBP 0.3364
ARID3C 0.4294
RPP25L 0.4294
C9orf131 0.4294
OR13C5 0.4347
ATF6B -0.3434
OR13C8 0.4347
OR13C3 0.4347
OR13C4 0.4347
OR13F1 0.4347
OR1L8 0.4607
OR1N2 0.4607
OR1N1 0.4607
CREBL2 -0.3905
CREM 0.465
SLITRK4 0.0555
SPANXN3 0.0555
MAGEC3 0.0555
BEND2 0.0673
PASD1 0.0555
DCAF12L1 0.0479
DGKK -0.772
CRH 0.7463
MAP2K4P1 0.4588
PIH1D3 0.0416
MUM1L1 0.0416
FAM199X 0.0416
FAM123B 0.4588
CRHBP 0.103
APOOL 0.4588
HDX 0.4588
FUNDC1 -0.7777
GPR112 0.0271
CRHR1 0.0818
PTCHD1 0.0673
SMEK3P 0.0673
MAGEB10 0.0673
DCAF8L1 0.0673
CRHR2 0.5951
VENTXP1 0.0673
OTUD6A 0.4588
UPRT 0.4588
MAGEE2 0.4588
CRIP1 8e-04
MAGEB16 -0.8031
FOXR2 -0.7532
CRIP2 8e-04
GAB3 0.0555
PNCK 0.0555
ZFP92 0.0555
ACTRT1 0.0479
GPR119 0.0271
PAGE3 -0.7532
CRK 0.3247
RBMXL3 0.0287
DOCK11 0.0479
SPIN4 0.4588
CRKL 0.6298
AAMP 0.0894
ADORA3 0.1056
CRMP1 -0.3871
RPS4Y2 -3.1446
CRP 0.0848
KRTAP13-1 0.0929
TCP10L 0.0929
HAPLN1 0.103
RNF113B 0.0745
MUC17 0.5733
ASB11 0.0673
ASB5 -0.3848
ASB6 0.4607
ASB7 -0.2423
ASB8 0.1271
ASB9 0.0673
PISRT1 0.6914
MYL6B 0.1271
ZNF358 0.0441
MYO3B 0.178
RNF32 -0.4164
APOBEC3D 0.1642
S100A16 0.0848
CHODL 0.0805
TCEAL2 0.0416
CRX 0.0658
SELM 0.1658
NEK7 -0.2478
ZFP28 0.05
ACTRT2 -0.3401
GATA5 0.4138
MLLT10P1 0.3842
SLC32A1 0.3842
C20orf96 0.4496
BPIFA2 0.3842
ZBTB46 0.9012
WFDC3 0.3842
GCNT7 0.4138
C20orf112 0.3842
CBLN4 0.4138
CTCFL 0.4138
TRIM69 -0.2471
C20orf132 0.3842
CRY1 -0.3932
SAMD10 0.4645
ABHD16B 0.4645
C20orf160 0.3842
BRI3BP -0.2976
SOGA1 0.3842
C20orf118 0.3842
RIMS4 0.3842
SUN5 0.3842
MACROD2 2.239
DYNLL2 0.0818
TMEM37 0.0822
UBE2F 0.0849
ADAMTS14 -0.402
NRSN1 0.0933
SMCR5 0.3673
SMCR8 0.3673
SMCR9 0.3673
CRY2 -0.0084
RPL10L 0.2392
TRPM6 0.4454
KRT72 0.1271
SRXN1 0.4496
ROMO1 0.3842
NEURL2 0.3842
LINC00261 0.4155
ZSWIM3 0.3842
WFDC10A 0.3842
BANF2 0.4155
NANP 0.4155
LINC00266-1 -0.4095
DEFB127 -0.5391
C20orf79 0.4155
ISM1 0.4424
WFDC6 0.3842
C20orf173 0.3842
LINC00028 0.3842
FAM65C 0.3842
CST11 0.4155
DEFB129 0.4496
ZNF280B 0.6452
SIRPA 0.4424
PABPC5 0.4247
SREK1 0.1157
C20orf151 0.4138
C20orf152 0.3842
CRYAA -0.4108
STK35 0.4424
R3HDML 0.3842
C5orf20 0.1066
ADPRH -0.3965
CRYAB -0.4273
CRYBA1 0.1526
CRYBA2 0.0894
CRYBA4 0.1658
CRYBB1 0.1658
CRYBB2 0.5233
CRYBB2P1 0.5992
CRYBB3 0.5233
CRYGA 0.0894
CRYGB 0.0894
PARP1 -0.2478
CRYGC 0.0894
CRYGD 0.0894
MIB2 -0.3401
DUSP19 0.178
SLC34A3 0.4791
ITLN2 0.0848
RAB40A 0.0416
ASB15 -0.3598
ASB14 -0.4077
ASB12 0.4588
CRYGS 0.6673
CRYM 0.3182
C10orf129 0.0934
SAMD8 -0.402
CRYZ 0.0967
LIPJ -0.402
CFL1P1 -0.402
TRUB1 0.0934
PARP4 0.0909
MPP7 -0.4126
CS 0.1271
FRMPD2 -0.446
VTI1A 0.0934
MAPK14 -0.3909
DYDC1 -0.402
EIF5AL1 -0.402
HECTD2 -0.402
FGFBP3 -0.402
C10orf82 0.0934
CACUL1 0.0934
CSE1L 0.3842
SYT9 -0.1712
LDLRAD3 1.5191
PSMA8 0.0525
OR52B4 -0.2105
CSF1 0.0875
C11orf40 -0.2105
OR52I2 -0.2105
OR51E1 -0.2105
XRRA1 -0.405
CSF1R 0.1066
UBQLNL -0.1712
MUC15 -0.1067
LOC143666 -0.1455
C11orf94 -0.0084
FAM76B -0.405
SESN3 -0.405
PIWIL4 -0.405
CSF2 0.1066
CSF2RA 0.0111
ARHGAP42 -0.405
KBTBD3 -0.405
CWF19L2 -2.2238
KDELC2 -0.4273
CSF2RB 0.1658
LAYN -0.4273
TTC36 -0.4273
CSF3 0.0926
C11orf84 0.5219
CSF3R 0.0605
PLEKHA7 -0.1712
SPTY2D1 -0.1712
TMEM86A -0.1712
OR10A5 -0.1712
OR2AG1 -0.1712
DNHD1 -0.1712
PRICKLE1 0.1271
AMDHD1 -0.3863
SLC2A14 -0.4107
CSH1 0.0803
BCDIN3D 0.1271
ALG10B 0.1271
CSH2 0.0803
GLIPR1L2 -0.3354
FAM101A -0.2976
ZNF664 -0.2976
LINC00477 -0.3905
LYRM5 -0.3905
CSHL1 0.0803
CPNE8 0.1271
TMEM120B -0.2976
WDR66 -0.2976
GLT1D1 -0.2976
TSPAN19 -0.3354
BEST3 0.1271
E2F7 -0.3354
SOCS2-AS1 -0.3863
LOC144486 -0.3863
CSK -0.2463
KRT80 0.1271
A2ML1 -0.4107
A2M-AS1 -0.4107
C12orf66 0.1271
CSN1S1 -0.3711
C12orf60 -0.3905
FBXL14 -0.3827
CSN2 -0.3711
RAD9B -0.0582
FAM109A -0.0582
LOC144742 -0.2976
LINC00410 0.0745
CSN3 -0.3711
FAM216B 0.0909
LACC1 0.0909
LINC00330 0.0909
LINC00343 0.0745
HNRNPA1L2 0.0909
ST13P4 0.0909
B3GALTL 0.0909
CSNK1A1 0.1066
LINC00239 8e-04
LINC00637 8e-04
RDH12 0.803
ADAM21P1 0.9696
GSC 8e-04
SERPINA12 8e-04
PRIMA1 8e-04
MIPOL1 -0.0549
CSNK1D 0.1086
PPP1R36 0.803
SLC38A6 0.803
CSNK1E 0.1658
C14orf37 0.803
FRMD6-AS1 0.2392
ABHD12B 0.2392
LOC145474 0.9696
PTGR2 0.9372
FAM161B 0.9372
C14orf166B 0.9372
CSNK1G2 0.5126
ISM2 0.9372
CEP128 0.9372
MDP1 -0.0549
TTC7B 8e-04
LRFN5 -0.0727
CSNK1G3 0.1066
PAR1 -0.2709
C15orf43 -0.2471
LOC145663 -0.2471
CSNK2A1 0.4496
C2CD4A -0.2525
LYSMD4 -0.2423
FAM81A -0.2525
GCOM1 -0.2525
LOC145783 -0.2525
FLJ27352 -0.2525
PGPEP1L -0.2423
LOC145820 -0.2423
LOC145837 -0.2463
LOC145845 -0.23
C15orf61 -0.2463
C15orf32 -0.2423
HAPLN3 -0.2501
MESP2 -0.2501
CSNK2A2 -0.1008
TMCO5A -0.23
SPATA8 -0.2423
NRG4 -0.2463
LINC00052 -0.2501
ADRA1D 0.4424
CSNK2B -0.3434
ZSCAN29 -0.2471
TTBK2 -0.2471
CDAN1 -0.2471
SLC38A8 -0.0714
VWA3A 0.3182
OTOA 0.3182
ZFP90 -0.0896
VCAN 0.103
RLTPR -0.0896
KCTD19 -0.0896
CMTM4 -0.0896
CMTM2 -0.0896
BEAN1 -0.0896
TEKT5 0.3364
NCAN 0.0441
RNF151 0.3364
C16orf11 0.3364
FBXL16 0.3364
SSTR5-AS1 0.3364
C16orf92 0.3182
GSG1L 0.3182
CSPG4 -0.2463
SLC22A31 -0.0714
IL34 -0.0896
ZNF597 0.3364
CCDC64B 0.3364
TMED6 -0.0896
LOC146481 -0.343
CSRP1 -0.2478
FLJ30679 -0.0714
LOC146513 -0.0714
ZNF785 0.3182
ZNF688 0.3182
PRSS36 0.3182
C16orf89 0.3364
C16orf71 0.3364
CSRP2 -0.3354
MGAT5B 0.1086
TOM1L2 0.3673
ENTHD2 0.1086
B3GNTL1 0.1086
RBFOX3 0.1086
CD300LF 0.1086
C17orf77 0.1086
DNAH2 0.3252
RTN4RL1 0.3247
TCAM1P 0.0803
EFCAB3 0.0803
SLC25A10 0.1086
SLC47A2 0.1526
CDRT15 0.3252
WDR16 0.3252
CCDC42 0.3252
PIK3R6 0.3252
ODF4 0.3252
C17orf50 0.1526
SLFN13 0.1526
SLC35G3 0.1526
UNC45B 0.1526
LOC146880 0.0803
CD300LG 0.0818
CST1 0.4155
KIF18B 0.0818
RUNDC1 0.0818
EME1 0.0818
ADRA1B 0.2747
CST2 0.4155
TMEM199 0.1526
PROCA1 0.1526
DHRS13 0.1526
KCTD11 0.3252
C17orf69 0.0818
LOC147093 0.0818
CST3 0.4155
NOTUM 0.1086
TMC8 0.1086
TRIM16L 0.1526
LRRC37BP1 0.1526
WIPF2 0.0926
KRT25 0.0926
TMEM99 0.0926
CST4 0.4155
CST5 0.4155
STARD6 -1.0198
C18orf25 -1.0198
CCBE1 -1.0198
CBLN2 -1.0198
CST6 0.5219
SLC25A52 0.0525
DSG4 0.0525
CHST9-AS1 0.0525
ANKRD29 0.9713
APCDD1 0.2739
CSTA -0.3965
LINC00526 0.2739
CSTB -0.3747
VSIG10L 0.0658
LOC147646 0.0658
LINC00085 -0.0538
ZNF480 -0.0449
ZNF534 -0.0449
ZNF578 1.4234
ERVV-1 0.0122
LOC147670 0.05
C19orf18 0.05
ZNF418 0.05
ZNF417 0.05
ZNF548 0.05
PPM1N 0.0658
CSTF1 0.4138
KLC3 0.0658
IGSF23 0.0658
LYPD4 0.0496
ILF3-AS1 0.0441
ZNF560 0.0441
TMEM190 0.05
HIPK4 0.0496
TMC4 0.0122
CSTF2 0.0416
TPM3P9 0.0122
ZNF524 0.05
ZNF784 0.05
ZNF563 0.0441
SPC24 0.0441
CCDC155 0.0658
CSTF3 1.5191
DACT3 0.0658
SIX5 0.0658
IGFL2 0.0658
ZNF420 0.0496
ZNF565 0.0496
NLRP4 0.05
ZNF542 0.05
ZNF582 0.05
ZNF583 0.05
FAM98C 0.0496
CAPN12 0.0496
DPY19L3 0.0441
ADRA1A -0.386
LGALS16 0.0496
TTC9B 0.0496
TICAM1 0.0441
CIRBP-AS1 0.5126
ZNRF4 0.0441
ZNF599 0.0441
FAM187B 0.0441
CILP2 0.0441
C19orf55 0.0496
LOC148145 0.0441
ZNF558 0.0441
CDC42EP5 0.0122
LINC00662 0.0441
ZNF98 0.0441
NKX2-5 0.3392
ZNF738 0.0441
ZNF714 0.0441
ZNF681 0.0441
C19orf25 0.5126
ATP8B3 0.5126
FLJ25328 0.0441
DIRAS1 0.0441
ZNF555 0.0441
ZNF569 0.0496
ZNF570 0.0496
SYT6 0.1056
C1orf74 -0.2478
CREB3L4 0.0848
C1orf127 -0.4209
BROX -0.2478
SAMD11 -0.3401
LOC148413 -0.3401
SAMD13 0.1255
C1orf52 0.1255
PHF13 -0.4209
C1orf51 0.0932
TMEM56 0.1248
NBPF4 0.12
UBE2U 0.112
CTBS 0.1255
SLC35F3 -0.3169
LOC148696 -0.2478
CTBP1 -0.3948
LOC148709 -0.2478
PTPRVP -0.2478
HFE2 0.1056
ANKRD35 0.1056
FAM163A -0.2546
B3GALNT2 -0.3169
CTBP2 0.0934
MFSD4 -0.2478
PM20D1 -0.2478
GCSAML -0.4243
GCSAML-AS1 -0.4243
SLC30A7 0.1248
CCDC27 -0.3401
C1orf213 -0.3993
CTF1 0.3182
KNCN 0.112
MOB3C 0.112
GLIS1 0.112
CTGF 0.1179
LELP1 0.0848
RC3H1 -0.2546
MGC27382 0.0967
DCDC2B -0.4153
ZNF362 -0.4153
LOC149086 -0.4153
DCST1 0.0848
CTH 0.112
CNIH3 -0.2478
LOC149134 -0.4243
MANEAL 0.0605
IL23R 0.112
METTL11B -0.2546
FAM78B -0.2624
CTLA4 0.0894
SHISA4 -0.2478
EXOC8 -0.2478
LOC149373 -0.2478
PDIK1L -0.4287
BNIPL 0.0932
CLDN19 0.112
WDR65 0.112
C1orf210 0.112
CCDC24 0.112
BTBD19 0.112
CCDC17 0.112
LRRC71 0.0848
CTNNA1 0.1066
C1orf64 -0.3822
CTNNA2 0.0879
RNF187 -0.2478
RP11-165H20.1 0.1056
PYHIN1 0.0848
C1orf227 -0.2478
FAM71A -0.2478
ADIG 0.3842
GTSF1L 0.3842
CTNS 0.3247
WFDC5 0.3842
APCDD1L-AS1 0.4138
GNAS-AS1 0.4138
PRNT 0.4424
LINC00654 0.4424
C20orf196 0.4424
CTNNB1 -0.378
NCOR1P1 0.4155
LOC149950 0.3842
COMMD7 0.3842
BPIFB4 0.3842
LSM14B 0.4138
ANKRD30BP2 0.8311
LIPI 0.0805
AANAT 0.1086
ADRA2A 0.0934
CTNND1 0.0739
ABCC13 0.0805
LCA5L -0.4108
IGSF5 -0.4108
SIK1 -0.4108
CTNND2 0.9142
LINC00479 -0.4108
ZNF295-AS1 -0.4108
C21orf128 -0.4108
SLC9B1 -0.3711
CCT8L2 0.579
XKR3 0.579
LOC150185 0.6577
LOC150197 0.6298
AIFM3 0.6298
YDJC 0.6452
ZDHHC8P1 0.6452
C22orf15 0.6452
HSCB 0.1658
CCDC117 0.1658
HORMAD2 0.1658
DUSP18 0.1658
MORC2-AS1 0.1658
C22orf42 0.1658
CTPS1 0.112
ENTHD1 0.1642
DNAJB7 0.1642
CHADL 0.1642
MEI1 0.1642
FAM109B 0.1642
NFAM1 0.1642
PNPLA5 0.1642
LOC150381 0.1642
CDPF1 0.1642
CN5H6.4 0.1642
CTRB1 -0.0896
TTL 0.0822
CKAP2L 0.0822
CBWD2 0.0822
TEKT4 0.0602
SATB2-AS1 0.0894
LOC150568 0.1011
SMYD1 0.0875
C2orf15 0.1011
CTRL -0.0896
LOC150622 0.0753
OTOS 0.0849
MYEOV2 0.0849
OR6B3 0.0849
COMMD1 0.0879
PROM2 0.0602
ANKAR 0.1544
FBXO41 0.0879
TTC30B 0.178
GPAT2 0.0602
ITPRIPL1 0.0602
LOC150776 0.0822
WTH3DI 0.0822
CTSB 0.4057
FAM117B 0.0894
CTSD -0.1455
TCF23 0.0753
LOC150935 0.0849
FAM59B 0.0753
PUS10 0.0879
PKI55 0.0894
LINC00309 0.0879
ADRA2B 0.0602
CTSE -0.2478
LOC151009 0.0822
SEPT10 0.1011
KANSL1L 0.0894
PLB1 0.0753
CTSG -0.0549
ZSWIM2 0.1544
ZNF385B 0.178
LOC151171 0.0849
LOC151174 0.0849
ARL6IP6 0.178
METTL21A 0.0894
CCNYL1 0.0894
CTSH -0.2463
KLHL23 0.178
SULT1C2P1 0.1011
PPP1R1C 0.178
SGOL2 0.0894
ALS2CR11 0.0894
SLC38A11 0.178
CCDC140 0.1074
SLC23A3 0.0894
CTSK 0.0932
LINC00608 0.0894
GPBAR1 0.0894
FAHD2B -1.0405
MYADML 0.0753
FAM84A 0.0753
FAM82A1 0.0987
CTSL1 0.4347
GDF7 0.0753
SLC16A14 0.0849
LOC151475 0.0849
LINC00471 0.0849
LOC151484 0.0849
CTSL2 0.4347
MSL3P1 0.0849
ASPRV1 0.0879
WDSUB1 0.178
UPP2 0.178
LBX2-AS1 0.0879
GPR155 0.178
TTC14 0.6673
DTX3L -0.3965
FAM19A4 -0.3999
SGOL1 -0.1088
PP2D1 -0.1088
EFHB -0.1088
LINC00635 -0.3803
CTSL1P2 -0.3869
PPM1L 0.6914
WDR49 0.72
CTSL1P8 0.4347
LRRC34 0.6673
CPNE9 -0.1088
DPPA2 -0.3803
CCDC80 -0.3803
BTLA -0.3803
CTSO -0.4196
CCDC12 -0.4081
MB21D2 0.6945
PPP4R2 -0.3999
ADRA2C -0.3948
CTSS 0.0932
XXYLT1 0.6866
RNF38 0.4294
GLIPR2 0.4294
ROPN1B -0.3965
LOC152024 -0.378
C3orf22 -0.3965
C3orf55 0.6914
ZCWPW2 -0.378
CTSW 0.5219
CMC1 -0.378
NEK10 -0.378
C3orf79 0.6914
CCDC50 0.6945
PYDC2 0.6945
SPICE1 -0.3803
CMTM8 -0.378
NUDT16P1 -0.3965
CTSZ 0.4138
CCDC13 -0.378
LOC152217 0.6866
LOC152225 -0.3803
FGD5 -0.1088
CUX1 0.5733
CIDECP -0.1088
CNTN4 -0.1088
CX3CR1 -0.378
IGSF11 -0.3965
C3orf30 -0.3965
ZNF827 -0.3832
CXADR 0.0805
SH3D19 -0.4121
NFXL1 -0.3885
NIPAL1 -0.3885
PAQR3 -0.3711
SHISA3 -0.3885
LOC152578 -0.3885
SCFD2 -0.3885
WWC2-AS2 -0.3848
ZNF595 -1.336
TEX28 0.0555
LOC152742 -0.3783
FAM218A -0.3831
JAKMIP1 -0.3871
CYB5A -1.0198
THAP6 -0.3711
C4orf26 -0.3711
KLB -0.3885
FAM53A -0.3948
PPM1K -0.3711
C4orf45 -0.3831
TRMT44 -0.3871
ADRB1 0.0934
RASGEF1B -0.3711
DAB2IP 0.4607
SLC38A9 0.129
MGC32805 0.1066
SLC36A2 0.2747
SPINK13 0.1066
CREBRF 0.3392
CEP120 0.1066
SLC25A48 0.1066
TMEM167A 0.103
MBLAC2 0.103
TMEM161B 0.103
CYB561 0.0803
SRFBP1 0.1066
JAKMIP2-AS1 0.1066
PLEKHG4B 0.9415
CYBA -0.0714
ZMAT2 0.1066
MARVELD2 0.1163
C5orf38 0.9142
IRX2 0.9142
BTNL9 0.3392
CYBB -0.8031
ARSK 0.103
FAM81B 0.103
TTC23L 1.0112
LOC153684 1.0112
CYC1 0.5355
CCDC112 0.103
PPP1R2P3 0.2747
FAM71B 0.2747
PRELID2 0.1066
SH3RF2 0.1066
PLAC8L1 0.1066
CYLC1 0.4588
RNF145 0.2747
CYLC2 0.4347
LOC153910 0.1179
ZC2HC1B 0.1179
ADRB2 0.1066
CYLD -0.1034
SNRNP48 -0.4
CNKSR3 0.1179
RAET1L 0.1179
SAMD3 0.1179
MGC34034 0.1179
SLC2A12 0.1179
LOC154092 0.1179
MBOAT1 -0.4
HDGFL1 0.1214
PNLDC1 0.1179
RNF217 0.1179
NKAIN2 0.1179
KHDC3L 0.1213
CYP1A1 -0.2463
C6orf165 0.1179
C6orf195 -0.4041
CYP1A2 -0.2463
BVES-AS1 0.1179
LOC154449 0.1179
CCDC167 -0.3909
CYP1B1 0.0987
RUNDC3B 0.5733
ABCA13 0.6395
C7orf60 0.5733
PRSS3P2 -0.3989
LOC154761 -0.3989
CLEC2L -0.3989
C7orf55 -0.3989
AMOT 0.0287
CYP2A6 0.0496
VKORC1L1 0.0128
AMOTL1 -0.405
LOC154822 -0.3844
FEZF1-AS1 -0.3598
IQUB -0.3598
LOC154872 -0.3598
KCTD7 0.0128
CYP2A7 0.0496
C7orf66 0.5733
ADRB3 -0.411
TMEM213 -0.3989
GIMAP8 -0.4107
CRYGN -0.4164
ZNF425 -0.4107
LOC155060 -0.4107
ZNF746 -0.4107
ATP6V0E2 -0.4107
CYP3A7 0.5733
SLC2A7 -0.4209
AMZ1 0.6456
CYP2A13 0.0496
WBSCR27 0.0303
SBDSP1 0.0303
VPS37D 0.0303
NSUN5P1 0.0303
RBM33 -0.4164
AGR3 0.6456
CYP2B6 0.0496
CYP2B7P1 0.0496
CYP2C19 0.0934
CYP2C8 0.0934
CYP2C9 0.0934
ADRBK1 0.5219
CYP2C18 -0.402
CYP2D7P1 0.1642
CYP2D6 0.1642
ADRBK2 0.5992
CYP2E1 0.0934
CYP2F1 0.0496
MGC27345 -0.3989
LOC157273 0.4071
SGK223 0.457
CYP2J2 0.112
PEBP4 0.4381
CDCA2 0.4477
TMEM65 0.5355
LOC157381 0.5355
RDH10 -0.2702
C8orf56 0.4948
ANKRD46 0.4948
ESCO2 -0.386
FBXO16 -0.386
CYP3A4 0.5733
LINC00599 0.4071
FAM84B 0.5355
C8orf37 -0.2702
VPS13B 0.4948
C8orf42 -5.0858
ERICH1 -5.2033
CYP3A5 0.5733
SLC7A13 -0.2702
TDH 0.4057
TMEM74 0.5245
FAM91A1 0.5355
C8orf48 0.4128
MCMDC2 -0.3111
CLVS1 0.2758
NKX6-3 -0.411
KCNU1 -0.411
SBSPON -0.2702
CYP4A11 0.112
CAMSAP1 0.4791
C9orf62 0.4791
C9orf66 0.4056
ADSL 0.1642
CYP4B1 0.112
LINC00032 0.4294
LINGO2 0.4294
NXNL2 0.4347
C9orf163 0.4791
MAMDC4 0.4791
LCN6 0.4791
AK8 0.4607
CYP7A1 0.2758
OR1Q1 0.4607
TTLL11 0.4607
RASEF 0.4347
HSD17B7P2 0.465
CYP8B1 -0.378
TTC39B -0.4157
FAM201A 0.4051
TRMT10B 0.4051
TTC16 0.4607
MIRLET7DHG 0.4347
FAM120AOS 0.4347
FAM154A -0.4251
CYP11A1 -0.2463
LINC00475 0.4347
FREM1 -0.4157
KIAA2026 0.4056
LOC158376 0.4294
ATP8B5P 0.4294
ZNF483 0.4347
CYP11B1 0.5355
C9orf84 0.4347
KIAA1958 0.4347
TSTD2 0.4347
ZNF782 0.4347
LOC158434 0.4347
LOC158435 0.4347
PRUNE2 0.4454
CYP11B2 0.5355
ZNF645 0.0673
CSAG1 0.0555
FMR1NB 0.0555
LOC158572 -0.772
FAAH2 -0.7532
ZXDB -0.7532
CYP17A1 0.0934
LOC158696 0.0271
ADAM3A -0.411
FAM47A 0.0684
MOSPD2 0.0673
ARHGAP36 0.0271
RIBC1 -0.7223
AKAP14 0.0479
CYP19A1 -0.2471
RHOXF1 0.0479
NKAPP1 0.0479
MAGEB6 0.0673
CXorf65 0.4588
AWAT1 0.4588
AWAT2 0.4588
ZDHHC15 0.4588
USP51 -0.7532
CYP21A2 -0.3434
TCEAL6 0.0416
H2BFWT 0.0416
ADSS -0.4243
CYP21A1P -0.3434
CXorf38 -0.7777
FAM122B 0.0271
FAM122C 0.0271
CYP24A1 0.4138
RBMY2EP -3.1446
RBMY2FP -3.1446
USP54 -0.402
CYP26A1 -0.402
NKX2-3 0.0934
CYP27A1 0.0894
SLC35G1 -0.402
CYP27B1 0.1271
CYP51A1 0.5733
CCDC147 0.0934
SLC5A12 -0.1067
CCDC67 -0.405
AARS -0.0896
AP2A1 0.0658
DAB1 0.112
PATE1 -0.4273
DAB2 1.0112
C11orf65 -0.4273
DACH1 0.0745
LDHAL6A -0.1712
C11orf42 -0.1712
DAD1 -0.0549
KRT19P2 -0.3863
TMTC2 -0.3354
CLEC12A -0.393
CLECL1 -0.393
CD55 -0.2478
TMTC3 -0.3863
C12orf50 -0.3863
ALDH1L2 -0.3932
IFLTD1 -0.3905
DAG1 -0.4081
DENND5B -1.2215
DGKA 0.1271
GRASP 0.1271
DGKB 0.6456
SLC5A8 -0.3932
PPTC7 -0.0582
CCDC63 -0.0582
CCDC60 -0.2976
DGKG 0.6673
DGKH 0.0909
CCDC122 0.0909
GPR180 0.0745
DGKQ -0.3948
AP2A2 -0.1455
DAO -0.3932
